movie,studio,foreign_gross,year,id_x,release_date_x,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,popularity,release_date_y,title,vote_average,vote_count,parsed_genres
Bachelorette,RTWC,11500000.0,2012,35,2012-09-07,3000000,446770,12577401,5473,"[35, 10749]",84174,en,7.05,2012-09-06,Bachelorette,5.4,755,"[35, 10749]"
Fun Size,Par.,2000000.0,2012,10,2012-10-26,14000000,9409538,11166615,5471,[35],82679,en,7.072,2012-10-26,Fun Size,5.5,249,[35]
Seeking a Friend for the End of the World,Focus,2600000.0,2012,48,2012-06-22,10000000,7078738,11766959,5394,"[35, 18, 10749, 878]",88005,en,8.092,2012-06-22,Seeking a Friend for the End of the World,6.4,1108,"[35, 18, 10749, 878]"
The Apparition,WB,4700000.0,2012,4,2012-08-24,17000000,4936819,10637281,5409,"[27, 53]",79694,en,7.7139999999999995,2012-08-24,The Apparition,4.3,221,"[27, 53]"
Bernie,MNE,41100000.0,2012,48,2012-04-27,6000000,9204489,10106975,2784,"[35, 80, 18]",92591,en,7.518,2012-04-27,Bernie,6.6,503,"[35, 80, 18]"
Bernie,MNE,41100000.0,2012,48,2012-04-27,6000000,9204489,10106975,5431,"[35, 80, 18]",92591,en,7.518,2012-04-27,Bernie,6.6,503,"[35, 80, 18]"
The Sessions,FoxS,3100000.0,2012,33,2012-10-19,1000000,6002451,11495204,5523,"[18, 10749, 35]",113947,en,6.46,2012-10-18,The Sessions,6.9,296,"[18, 10749, 35]"
On the Road,IFC,8000000.0,2012,17,2013-03-22,25000000,720828,9313302,5350,"[12, 18]",83770,en,8.919,2012-12-21,On the Road,5.6,518,"[12, 18]"
The Collection,LD,41100000.0,2012,52,2012-11-30,10000000,6810754,8890094,5341,"[27, 53]",134597,en,9.059,2012-09-21,The Collection,6.1,465,"[27, 53]"
The Collection,LD,41100000.0,2012,52,2012-11-30,10000000,6810754,8890094,22683,[],446361,en,0.84,2017-03-11,The Collection,7.0,1,[]
Chasing Mavericks,Fox,600.0,2012,67,2012-10-26,20000000,6002756,8300821,5517,[18],82684,en,6.546,2012-10-26,Chasing Mavericks,7.0,329,[18]
Albert Nobbs,RAtt.,2600000.0,2012,67,2011-12-21,7500000,3014696,8539003,2886,[18],73873,en,6.277,2011-12-21,Albert Nobbs,6.3,227,[18]
Won't Back Down,Fox,41100000.0,2012,49,2012-09-28,19000000,5310554,5745503,5563,[18],82631,en,6.14,2012-09-28,Won't Back Down,6.3,64,[18]
Won't Back Down,Fox,41100000.0,2012,49,2012-09-28,19000000,5310554,5745503,12776,[99],276139,en,0.938,2014-06-03,Won't Back Down,6.2,3,[99]
"Jeff, Who Lives at Home",ParV,148000.0,2012,65,2012-03-16,10000000,4269426,4708127,2687,"[18, 35]",82532,en,8.821,2011-09-13,"Jeff, Who Lives at Home",6.2,320,"[18, 35]"
Safety Not Guaranteed,FD,41100000.0,2012,77,2012-06-08,750000,4010957,4422318,5337,"[35, 10749, 878, 18]",84332,en,9.214,2012-06-08,Safety Not Guaranteed,6.9,792,"[35, 10749, 878, 18]"
Killer Joe,LD,1700000.0,2012,90,2012-07-27,10000000,1291645,4659110,5240,"[80, 18, 53]",73567,en,13.742,2012-07-27,Killer Joe,6.5,703,"[80, 18, 53]"
Robot & Frank,Gold.,41100000.0,2012,26,2012-08-17,2500000,3317468,4934356,5438,"[878, 35, 18, 80]",84329,en,7.485,2012-08-16,Robot & Frank,6.9,620,"[878, 35, 18, 80]"
Samsara,Osci.,41100000.0,2012,18,2012-08-24,4000000,2672413,5966671,5573,"[18, 99]",89708,en,6.015,2012-08-22,Samsara,8.2,276,"[18, 99]"
Your Sister's Sister,IFC,41100000.0,2012,73,2012-06-15,120000,1597486,3090593,5468,"[18, 35]",84355,en,7.115,2012-06-14,Your Sister's Sister,6.6,192,"[18, 35]"
The Paperboy,MNE,661000.0,2012,37,2012-10-05,12500000,677200,4027663,5390,"[53, 18, 9648]",82390,en,8.142999999999999,2012-10-05,The Paperboy,5.5,409,"[53, 18, 9648]"
A Little Bit of Heaven,MNE,1300000.0,2012,39,2012-05-04,12500000,10011,1100287,2752,"[35, 18, 10749]",45156,en,7.87,2011-02-03,A Little Bit of Heaven,6.3,333,"[35, 18, 10749]"
Coriolanus,Wein.,315000.0,2012,99,2012-01-20,10000000,749641,2179623,5400,"[18, 53]",101173,en,8.016,2012-01-19,Coriolanus,6.0,215,"[18, 53]"
Damsels in Distress,SPC,41100000.0,2012,31,2012-04-06,3000000,1007535,1324299,5512,"[35, 10749]",82533,en,6.625,2012-04-06,Damsels in Distress,5.5,103,"[35, 10749]"
Darling Companion,SPC,41100000.0,2012,34,2012-04-20,12000000,793352,1200346,5683,"[18, 10749]",89325,en,4.656000000000001,2012-04-20,Darling Companion,5.0,46,"[18, 10749]"
Holy Motors,IM,41100000.0,2012,25,2012-10-17,4000000,641054,4230426,5631,"[18, 14]",103328,fr,5.31,2012-10-17,Holy Motors,7.0,431,"[18, 14]"
Sound of My Voice,FoxS,41100000.0,2012,68,2012-04-27,135000,408015,429448,2815,"[878, 18, 9648, 53]",86812,en,7.212000000000001,2011-01-22,Sound of My Voice,6.4,169,"[878, 18, 9648, 53]"
Khiladi 786,Eros,41100000.0,2012,12,2012-12-07,5600000,385422,14683763,6157,"[28, 35]",147767,en,1.824,2012-12-07,Khiladi 786,4.7,16,"[28, 35]"
Compliance,Magn.,41100000.0,2012,68,2012-08-17,270000,319285,830700,5488,"[18, 53, 80, 9648]",84188,en,6.93,2012-08-24,Compliance,6.4,340,"[18, 53, 80, 9648]"
Kill List,IFC,143000.0,2012,70,2012-02-03,800000,29063,462206,5478,"[27, 53, 80]",74725,en,7.0360000000000005,2012-01-04,Kill List,6.1,332,"[27, 53, 80]"
High School,Anch.,41100000.0,2012,15,2012-06-01,10000000,139034,248133,397,[35],27584,en,5.7620000000000005,2010-06-03,High School,5.8,68,[35]
High School,Anch.,41100000.0,2012,15,2012-06-01,10000000,139034,248133,5600,[35],27584,en,5.7620000000000005,2010-06-03,High School,5.8,68,[35]
The Innkeepers,Magn.,41100000.0,2012,78,2012-02-03,750000,78396,1011535,2703,"[27, 53]",58428,en,8.494,2011-12-30,The Innkeepers,5.5,324,"[27, 53]"
The First Time,Gold.,41100000.0,2012,67,2012-10-19,2000000,17061,17061,5284,"[18, 35, 10749]",84199,en,11.25,2012-10-19,The First Time,7.0,1426,"[18, 35, 10749]"
Frozen,BV,875700000.0,2013,56,2013-11-22,150000000,400738009,1272469910,148,[53],44363,en,9.677999999999999,2010-02-05,Frozen,5.8,987,[53]
Frozen,BV,875700000.0,2013,56,2013-11-22,150000000,400738009,1272469910,7886,"[16, 12, 10751]",109445,en,26.183000000000003,2013-11-27,Frozen,7.3,9767,"[16, 12, 10751]"
Iron Man 3,BV,805800000.0,2013,48,2013-05-03,200000000,408992272,1215392272,7881,"[28, 12, 878]",68721,en,32.093,2013-05-03,Iron Man 3,6.9,14155,"[28, 12, 878]"
Despicable Me 2,Uni.,602700000.0,2013,22,2013-07-03,76000000,368065385,975216835,7894,"[16, 35, 10751]",93456,en,19.014,2013-07-03,Despicable Me 2,6.9,7319,"[16, 35, 10751]"
The Hobbit: The Desolation of Smaug,WB (NL),700000000.0,2013,21,2013-12-13,250000000,258366855,960366855,7890,"[12, 14, 28]",57158,en,21.275,2013-12-13,The Hobbit: The Desolation of Smaug,7.6,7739,"[12, 14, 28]"
The Hunger Games: Catching Fire,LGF,440300000.0,2013,38,2013-11-22,130000000,424668047,864868047,7893,"[12, 28, 878]",101299,en,20.187,2013-11-22,The Hunger Games: Catching Fire,7.4,11170,"[12, 28, 878]"
Monsters University,BV,475700000.0,2013,53,2013-06-21,200000000,268488329,743588329,7892,"[16, 10751]",62211,en,20.33,2013-06-21,Monsters University,7.0,6362,"[16, 10751]"
Gravity,WB,449100000.0,2013,16,2013-10-04,110000000,274092705,693698673,7884,"[878, 53, 18]",49047,en,27.836,2013-10-04,Gravity,7.2,9586,"[878, 53, 18]"
Man of Steel,WB,377000000.0,2013,29,2013-06-14,225000000,291045518,667999518,7885,"[28, 12, 14, 878]",49521,en,27.666999999999998,2013-06-14,Man of Steel,6.5,9758,"[28, 12, 14, 878]"
Thor: The Dark World,BV,438200000.0,2013,66,2013-11-08,150000000,206362140,644602516,7882,"[28, 12, 14]",76338,en,31.014,2013-11-08,Thor: The Dark World,6.7,10171,"[28, 12, 14]"
The Croods,Fox,400000000.0,2013,26,2013-03-22,135000000,187168425,573068425,7914,"[28, 12, 16, 35, 10751, 14]",49519,en,16.29,2013-03-22,The Croods,6.8,3873,"[28, 12, 16, 35, 10751, 14]"
World War Z,Par.,337600000.0,2013,69,2013-06-21,190000000,202359711,531514650,7935,"[28, 18, 27, 878, 53]",72190,en,14.582,2013-06-21,World War Z,6.7,9132,"[28, 18, 27, 878, 53]"
Star Trek Into Darkness,Par.,238600000.0,2013,68,2013-05-16,190000000,228778661,467381584,7891,"[28, 12, 878]",54138,en,20.487,2013-05-16,Star Trek Into Darkness,7.4,6182,"[28, 12, 878]"
The Wolverine,Fox,282300000.0,2013,8,2013-07-26,115000000,132556852,416456852,8491,"[28, 878, 12, 14]",76170,en,4.323,2013-07-25,The Wolverine,6.3,6176,"[28, 878, 12, 14]"
Pacific Rim,WB,309200000.0,2013,72,2013-07-12,190000000,101802906,411002906,7907,"[28, 878, 12]",68726,en,16.759,2013-07-12,Pacific Rim,6.8,7632,"[28, 878, 12]"
The Wolf of Wall Street,Par.,275100000.0,2013,76,2013-12-25,100000000,116900694,389870414,7883,"[80, 18, 35]",106646,en,29.518,2013-12-25,The Wolf of Wall Street,7.9,12411,"[80, 18, 35]"
G.I. Joe: Retaliation,Par.,253200000.0,2013,13,2013-03-27,140000000,122523060,375740705,7926,"[12, 28, 878, 53]",72559,en,15.065,2013-03-29,G.I. Joe: Retaliation,5.5,3883,"[12, 28, 878, 53]"
Now You See Me,LG/S,234000000.0,2013,41,2013-05-31,75000000,117723989,342769200,7909,"[53, 80]",75656,en,16.646,2013-05-31,Now You See Me,7.4,9871,"[53, 80]"
The Smurfs 2,Sony,276500000.0,2013,33,2013-07-31,110000000,71017784,348547523,7961,"[14, 10751, 35, 16]",77931,en,12.940999999999999,2013-07-31,The Smurfs 2,5.7,1200,"[14, 10751, 35, 16]"
The Conjuring,WB (NL),182100000.0,2013,93,2013-07-19,20000000,137400141,318000141,7895,"[27, 53]",138843,en,18.886,2013-07-19,The Conjuring,7.5,5912,"[27, 53]"
A Good Day to Die Hard,Fox,237300000.0,2013,34,2013-02-14,92000000,67349198,304249198,7919,"[28, 53]",47964,en,15.857999999999999,2013-02-14,A Good Day to Die Hard,5.2,4437,"[28, 53]"
Oblivion,Uni.,197100000.0,2013,93,2013-04-19,120000000,89107235,287916633,7896,"[28, 878, 12, 9648]",75612,en,18.534000000000002,2013-04-18,Oblivion,6.5,6850,"[28, 878, 12, 9648]"
Elysium,TriS,193100000.0,2013,92,2013-08-09,120000000,93050117,286192091,7902,"[878, 28, 18, 53]",68724,en,17.663,2013-08-09,Elysium,6.4,5406,"[878, 28, 18, 53]"
Turbo,Fox,199500000.0,2013,31,2013-07-17,135000000,83028130,286896578,7930,"[16, 10751]",77950,en,14.876,2013-07-19,Turbo,6.1,1758,"[16, 10751]"
Cloudy with a Chance of Meatballs 2,Sony,154500000.0,2013,13,2013-09-27,78000000,119793567,274392649,7899,"[16, 10751, 35]",109451,en,18.335,2013-09-27,Cloudy with a Chance of Meatballs 2,6.4,1679,"[16, 10751, 35]"
We're the Millers,WB (NL),119600000.0,2013,90,2013-08-07,37000000,150394119,267816276,7933,"[35, 80]",138832,en,14.745999999999999,2013-08-07,We're the Millers,6.8,5231,"[35, 80]"
Epic,Fox,160900000.0,2013,77,2013-05-24,100000000,107518682,262794441,7941,"[16, 12, 10751, 14]",116711,en,13.995,2013-05-24,Epic,6.4,1670,"[16, 12, 10751, 14]"
The Lone Ranger,BV,171200000.0,2013,13,2013-07-02,275000000,89302115,260002115,7967,"[28, 12, 37]",57201,en,12.482000000000001,2013-07-03,The Lone Ranger,6.0,3789,"[28, 12, 37]"
American Hustle,Sony,101100000.0,2013,80,2013-12-13,40000000,150117807,257878294,7968,"[18, 80]",168672,en,12.481,2013-12-12,American Hustle,6.8,4443,"[18, 80]"
American Hustle,Sony,101100000.0,2013,80,2013-12-13,40000000,150117807,257878294,11111,"[18, 80]",168672,en,12.481,2013-12-12,American Hustle,6.8,4443,"[18, 80]"
Grown Ups 2,Sony,113300000.0,2013,48,2013-07-12,80000000,133668525,247023808,7988,[35],109418,en,11.289000000000001,2013-07-12,Grown Ups 2,5.9,2090,[35]
After Earth,Sony,183300000.0,2013,53,2013-05-31,130000000,60522097,251499665,7937,"[878, 28, 12]",82700,en,14.415,2013-05-31,After Earth,5.1,4154,"[878, 28, 12]"
The Heat,Fox,70300000.0,2013,35,2013-06-28,43000000,159581587,229727774,7906,"[28, 35, 80]",136795,en,16.912,2013-06-28,The Heat,6.6,2441,"[28, 35, 80]"
Captain Phillips,Sony,111700000.0,2013,92,2013-10-11,55000000,107136417,220648184,7922,"[28, 18, 53]",109424,en,15.482999999999999,2013-10-11,Captain Phillips,7.6,3909,"[28, 18, 53]"
White House Down,Sony,132300000.0,2013,90,2013-06-28,150000000,73103784,205440387,7959,"[28, 18, 53]",117251,en,13.026,2013-06-28,White House Down,6.4,2817,"[28, 18, 53]"
Percy Jackson: Sea of Monsters,Fox,131300000.0,2013,64,2013-08-07,90000000,68559554,200859554,7920,"[12, 10751, 14]",76285,en,15.762,2013-08-07,Percy Jackson: Sea of Monsters,5.9,3109,"[12, 10751, 14]"
Jack the Giant Slayer,WB (NL),132500000.0,2013,66,2013-03-01,195000000,65187603,197687603,7964,"[28, 12, 10751, 14]",81005,en,12.773,2013-03-01,Jack the Giant Slayer,5.6,3403,"[28, 12, 10751, 14]"
The Secret Life of Walter Mitty,Fox,129900000.0,2013,37,2013-12-25,91000000,58236838,187861183,7998,"[12, 35, 18, 14]",116745,en,10.743,2013-12-25,The Secret Life of Walter Mitty,7.1,4859,"[12, 35, 18, 14]"
12 Years a Slave,FoxS,131100000.0,2013,18,2013-10-18,20000000,56671993,181025343,7911,"[18, 36]",76203,en,16.493,2013-10-30,12 Years a Slave,7.9,6631,"[18, 36]"
Identity Thief,Uni.,39500000.0,2013,32,2013-02-08,35000000,134506920,175361578,7950,"[35, 80]",109431,en,13.552999999999999,2013-02-09,Identity Thief,5.8,2230,"[35, 80]"
Anchorman 2: The Legend Continues,Par.,46300000.0,2013,92,2013-12-18,50000000,127352707,172185754,7972,[35],109443,en,12.08,2013-12-18,Anchorman 2: The Legend Continues,6.1,1408,[35]
Olympus Has Fallen,FD,71300000.0,2013,9,2013-03-22,70000000,98927592,172878928,7943,"[28, 53]",117263,en,13.864,2013-03-22,Olympus Has Fallen,6.2,4086,"[28, 53]"
Lone Survivor,Uni.,29700000.0,2013,84,2013-12-25,40000000,125095601,149804632,7923,"[28, 18, 10752]",193756,en,15.404000000000002,2013-12-24,Lone Survivor,7.4,2289,"[28, 18, 10752]"
Jackass Presents: Bad Grandpa,Par.,49800000.0,2013,3,2013-10-25,15000000,102003019,160903019,8074,[35],208134,en,8.823,2013-10-25,Jackass Presents: Bad Grandpa,6.0,928,[35]
47 Ronin,Uni.,113400000.0,2013,12,2013-12-25,175000000,38362475,151716815,7887,"[18, 28, 12, 14]",64686,en,25.049,2013-12-25,47 Ronin,6.0,2080,"[18, 28, 12, 14]"
Mama,Uni.,74800000.0,2013,9,2013-01-18,15000000,71628180,148095566,7973,[27],132232,en,11.982999999999999,2013-01-18,Mama,6.1,2421,[27]
Escape Plan,LG/S,112200000.0,2013,37,2013-10-18,70000000,25135965,103735965,7901,"[28, 53]",107846,en,17.88,2013-10-18,Escape Plan,6.7,2799,"[28, 53]"
Last Vegas,CBS,70500000.0,2013,46,2013-01-28,28000000,63914167,112914167,8260,[35],137093,en,6.5329999999999995,2013-11-01,Last Vegas,6.4,1211,[35]
2 Guns,Uni.,56300000.0,2013,39,2013-08-02,61000000,75612460,132493015,7931,"[28, 35, 80]",136400,en,14.8,2013-08-02,2 Guns,6.5,2368,"[28, 35, 80]"
Walking with Dinosaurs,Fox,90500000.0,2013,93,2013-12-20,80000000,36076121,123368842,8004,"[16, 10751, 12]",77951,en,10.56,2013-12-20,Walking with Dinosaurs,5.4,210,"[16, 10751, 12]"
Ender's Game,LG/S,63800000.0,2013,36,2013-11-01,110000000,61737191,127983283,7921,"[878, 28, 12]",80274,en,15.533,2013-11-01,Ender's Game,6.6,3558,"[878, 28, 12]"
Prisoners,WB,61100000.0,2013,48,2013-09-20,46000000,61002302,113402302,7938,"[18, 53, 80]",146233,en,14.357999999999999,2013-09-21,Prisoners,8.0,5785,"[18, 53, 80]"
Saving Mr. Banks,BV,34600000.0,2013,37,2013-12-13,35000000,83299761,114962525,8035,"[35, 18, 36]",140823,en,9.585,2013-12-20,Saving Mr. Banks,7.4,2050,"[35, 18, 36]"
Warm Bodies,LG/S,50600000.0,2013,70,2013-02-01,30000000,66380662,115121608,7953,"[27, 35, 10749]",82654,en,13.259,2013-02-01,Warm Bodies,6.3,4109,"[27, 35, 10749]"
Free Birds,Rela.,54600000.0,2013,16,2013-11-01,55000000,55750480,110387072,7994,"[16, 35, 10751]",175574,en,11.062000000000001,2013-11-01,Free Birds,5.8,410,"[16, 35, 10751]"
Gangster Squad,WB,59200000.0,2013,4,2013-01-11,60000000,46000903,104100903,7958,"[80, 18, 28, 53]",82682,en,13.029000000000002,2013-01-11,Gangster Squad,6.3,2527,"[80, 18, 28, 53]"
Philomena,Wein.,62400000.0,2013,65,2013-11-22,12000000,37709979,98963392,8068,[18],205220,en,8.978,2013-11-27,Philomena,7.4,945,[18]
Riddick,Uni.,56300000.0,2013,66,2013-09-06,38000000,42025135,94763758,7904,"[878, 28, 53]",87421,en,17.434,2013-09-06,Riddick,6.2,2852,"[878, 28, 53]"
Safe Haven,Rela.,26200000.0,2013,41,2013-02-14,28000000,71399120,94050951,8058,[10749],112949,en,9.095,2013-02-14,Safe Haven,7.1,1433,[10749]
Blue Jasmine,SPC,64099999.0,2013,90,2013-07-26,18000000,33404871,102912961,8009,"[35, 18]",160588,en,10.443,2013-07-26,Blue Jasmine,7.0,1983,"[35, 18]"
The Mortal Instruments: City of Bones,SGem,64200000.0,2013,26,2013-08-21,60000000,31165421,75965567,7912,"[28, 12, 18, 9648, 10749, 14]",123553,en,16.484,2013-08-21,The Mortal Instruments: City of Bones,6.3,2915,"[28, 12, 18, 9648, 10749, 14]"
The Internship,Fox,48800000.0,2013,63,2013-06-07,58000000,44672764,93672764,10414,[35],116741,en,0.6,2013-06-07,The Internship,6.2,2631,[35]
The Purge,Uni.,24900000.0,2013,67,2013-06-07,3000000,64473115,91266581,7888,"[878, 27, 53]",158015,en,24.364,2013-06-06,The Purge,6.2,4797,"[878, 27, 53]"
About Time,Uni.,71800000.0,2013,95,2013-11-01,12000000,15323921,89309178,7940,"[35, 18, 878]",122906,en,14.133,2013-11-08,About Time,7.9,3981,"[35, 18, 878]"
R.I.P.D.,Uni.,44700000.0,2013,55,2013-07-19,130000000,33618855,79076678,7889,"[14, 28, 35, 80]",49524,en,21.377,2013-07-19,R.I.P.D.,5.6,2047,"[14, 28, 35, 80]"
The Book Thief,Fox,55100000.0,2013,41,2013-11-08,19000000,21488481,76086711,8062,[18],203833,en,9.033999999999999,2013-11-08,The Book Thief,7.5,2788,[18]
August: Osage County,Wein.,36500000.0,2013,15,2013-12-25,25000000,37738810,50738810,8034,"[35, 18]",152737,en,9.586,2013-12-27,August: Osage County,6.9,843,"[35, 18]"
August: Osage County,Wein.,36500000.0,2013,15,2013-12-25,25000000,37738810,50738810,11196,"[35, 18]",152737,en,9.586,2013-12-27,August: Osage County,6.9,843,"[35, 18]"
The Best Man Holiday,Uni.,2300000.0,2013,73,2013-11-15,17000000,70525195,72835710,8087,[35],146304,en,8.581,2013-11-15,The Best Man Holiday,6.6,145,[35]
The Counselor,Fox,54000000.0,2013,58,2013-10-25,25000000,16973715,71009334,8005,"[53, 80, 18]",109091,en,10.55,2013-10-25,The Counselor,5.1,1072,"[53, 80, 18]"
The Call,TriS,16700000.0,2013,14,2013-03-15,12800000,51872378,69821476,7986,"[80, 53]",158011,en,11.315,2013-03-14,The Call,6.7,1779,"[80, 53]"
Runner Runner,Fox,43400000.0,2013,53,2013-10-04,30000000,19316646,60512680,8010,"[80, 53, 18]",146238,en,10.442,2013-10-02,Runner Runner,5.6,761,"[80, 53, 18]"
Kick-Ass 2,Uni.,32000000.0,2013,65,2013-08-16,28000000,28795985,63129909,7932,"[28, 12, 80]",59859,en,14.793,2013-08-16,Kick-Ass 2,6.4,3785,"[28, 12, 80]"
A Haunted House,ORF,20100000.0,2013,12,2013-01-11,2500000,40041683,59922558,8224,"[35, 27]",139038,en,6.909,2013-01-11,A Haunted House,5.5,871,"[35, 27]"
Quartet,Wein.,41100000.0,2013,90,2013-01-11,11000000,18388357,56178935,8097,"[18, 35, 10749]",121826,en,8.32,2013-01-10,Quartet,6.6,209,"[18, 35, 10749]"
Dallas Buyers Club,Focus,27900000.0,2013,73,2013-11-01,5000000,27298285,60611845,7970,"[18, 36]",152532,en,12.389000000000001,2013-11-22,Dallas Buyers Club,7.9,4961,"[18, 36]"
Dallas Buyers Club,Focus,27900000.0,2013,73,2013-11-01,5000000,27298285,60611845,11112,"[18, 36]",152532,en,12.389000000000001,2013-11-22,Dallas Buyers Club,7.9,4961,"[18, 36]"
Delivery Man,BV,19300000.0,2013,21,2013-11-22,22000000,30659817,70536870,8118,[35],146239,en,7.962000000000001,2013-11-22,Delivery Man,6.2,858,[35]
The Last Stand,LGF,36300000.0,2013,74,2013-01-18,30000000,12050299,48330757,7918,"[28, 80, 53]",76640,en,15.894,2013-01-12,The Last Stand,5.9,1692,"[28, 80, 53]"
Texas Chainsaw 3D,LGF,12900000.0,2013,55,2013-01-04,20000000,34341945,47666013,7900,"[27, 53]",76617,en,18.256,2013-01-04,Texas Chainsaw 3D,5.3,780,"[27, 53]"
The Big Wedding,LGF,24700000.0,2013,87,2013-04-26,32500000,21819348,48425971,7990,[35],87567,en,11.231,2013-04-25,The Big Wedding,5.8,678,[35]
Parker,FD,28600000.0,2013,18,2013-01-25,35000000,17616641,48543388,7929,"[28, 80]",119283,en,14.95,2013-01-25,Parker,5.8,1868,"[28, 80]"
The World's End,Focus,20100000.0,2013,76,2013-08-23,20000000,26004851,47508505,7965,"[35, 28, 878]",107985,en,12.719000000000001,2013-08-23,The World's End,6.7,2990,"[35, 28, 878]"
Grudge Match,WB,15100000.0,2013,77,2013-12-25,40000000,29807260,69807260,8122,[35],64807,en,7.917999999999999,2013-12-25,Grudge Match,6.0,711,[35]
Homefront,ORF,22900000.0,2013,29,2013-11-27,22000000,20158492,51695362,7936,"[28, 53]",204082,en,14.422,2013-11-27,Homefront,6.5,1410,"[28, 53]"
Snitch,LG/S,41100000.0,2013,26,2013-02-22,15000000,42930462,57907734,5149,[],295180,en,0.6,2011-01-01,Snitch,1.0,1,[]
Snitch,LG/S,41100000.0,2013,26,2013-02-22,15000000,42930462,57907734,7908,"[53, 18]",134411,en,16.673,2013-02-22,Snitch,5.9,1493,"[53, 18]"
Snitch,LG/S,41100000.0,2013,52,2012-12-31,850000,0,0,5149,[],295180,en,0.6,2011-01-01,Snitch,1.0,1,[]
Snitch,LG/S,41100000.0,2013,52,2012-12-31,850000,0,0,7908,"[53, 18]",134411,en,16.673,2013-02-22,Snitch,5.9,1493,"[53, 18]"
Jobs,ORF,19800000.0,2013,11,2013-08-16,18000000,16131410,43402515,8115,"[18, 36]",115782,en,8.023,2013-08-16,Jobs,6.1,1622,"[18, 36]"
The Place Beyond the Pines,Focus,14100000.0,2013,67,2013-03-29,15000000,21403519,47011449,7960,"[18, 80]",97367,en,12.96,2013-03-27,The Place Beyond the Pines,6.9,2781,"[18, 80]"
Inside Llewyn Davis,CBS,19700000.0,2013,94,2013-12-06,11000000,13248209,32943247,8006,[18],86829,en,10.549000000000001,2013-12-06,Inside Llewyn Davis,7.2,1400,[18]
Mud,RAtt.,11000000.0,2013,98,2013-04-26,10000000,21590086,31556959,7966,[18],103731,en,12.507,2013-05-10,Mud,7.0,1592,[18]
Movie 43,Rela.,23600000.0,2013,39,2013-01-25,10000000,8840453,31164747,7962,[35],87818,en,12.812999999999999,2013-01-25,Movie 43,4.4,1332,[35]
Kevin Hart: Let Me Explain,LG/S,74000.0,2013,14,2013-07-03,2500000,32244051,32327255,8089,"[35, 99]",181330,en,8.476,2013-07-03,Kevin Hart: Let Me Explain,6.9,142,"[35, 99]"
Spring Breakers,A24,17600000.0,2013,3,2013-03-15,5000000,14124286,31149251,8000,"[18, 80]",122081,en,10.690999999999999,2013-03-15,Spring Breakers,5.0,2495,"[18, 80]"
Don Jon,Rela.,6000000.0,2013,18,2013-09-27,5500000,24477704,41268579,7963,"[10749, 35, 18]",138697,en,12.78,2013-09-27,Don Jon,5.9,2709,"[10749, 35, 18]"
Nebraska,Par.,10000000.0,2013,91,2013-11-15,12000000,17654912,24761360,8041,"[18, 12]",129670,en,9.521,2013-11-15,Nebraska,7.4,967,"[18, 12]"
The Incredible Burt Wonderstone,WB (NL),4900000.0,2013,7,2013-03-15,32000000,22537881,27392609,8045,[35],124459,en,9.362,2013-03-15,The Incredible Burt Wonderstone,5.4,920,[35]
Mandela: Long Walk to Freedom,Wein.,19000000.0,2013,35,2013-11-29,35000000,8323085,29890402,8102,"[18, 36]",192136,en,8.262,2013-12-25,Mandela: Long Walk to Freedom,6.9,319,"[18, 36]"
